sentence_id,annotation_type,annotation_text,start_token,end_token,alignment_status,is_training_safe,candidate_span,reason
304,aspect,dharma,19,19,exact,True,dharma,Matched via exact strategy
304,opinion,apne dharma ko gali,18,21,exact,True,apne dharma ko gali,Matched via exact strategy
304,aspect,sabhayata,23,23,exact,True,sabhayata,Matched via exact strategy
304,opinion,apni sabhayata ka uphas udaya jaye,22,27,exact,True,apni sabhayata ka uphas udaya jaye,Matched via exact strategy
304,aspect,khangress,44,44,exact,True,khangress,Matched via exact strategy
304,opinion,khangress ne yahi kiya ha,44,48,exact,True,khangress ne yahi kiya ha,Matched via exact strategy
305,aspect,contestant,5,5,exact,True,contestant,Matched via exact strategy
305,opinion,accha contestant decide kar hi lenge kyuki you are great in finding gems,4,16,exact,True,accha contestant decide kar hi lenge kyuki you are great in finding gems,Matched via exact strategy
306,aspect,mahol,3,3,exact,True,mahol,Matched via exact strategy
306,opinion,bilkul almost poora mahol aesa hi hogaya liberal right left center sab apne against hai,0,14,exact,True,bilkul almost poora mahol aesa hi hogaya liberal right left center sab apne against hai,Matched via exact strategy
307,aspect,story,2,2,exact,True,story,Matched via exact strategy
307,opinion,good,4,4,exact,True,good,Matched via exact strategy
308,aspect,pm,27,27,exact,True,pm,Matched via exact strategy
308,opinion,bana hai,29,30,exact,True,bana hai,Matched via exact strategy
308,aspect,modi,19,19,exact,True,modi,Matched via exact strategy
308,opinion,khula ghum raha hai or pm bhi bana hai,22,30,exact,True,khula ghum raha hai or pm bhi bana hai,Matched via exact strategy
309,aspect,tweet,2,2,exact,True,tweet,Matched via exact strategy
309,opinion,itni jaldi tweet kar dia,0,4,exact,True,itni jaldi tweet kar dia,Matched via exact strategy
310,aspect,confidence,1,1,exact,True,confidence,Matched via exact strategy
310,opinion,yhi confidence apne relatives ke saamne plis,0,6,exact,True,yhi confidence apne relatives ke saamne plis,Matched via exact strategy
311,aspect,unfollow,1,1,exact,True,unfollow,Matched via exact strategy
311,opinion,meri yaad me pal pal maroge,4,9,exact,True,meri yaad me pal pal maroge,Matched via exact strategy
312,aspect,friend,2,2,exact,True,friend,Matched via exact strategy
312,opinion,bata da phir on dono ko mujce mila da,4,12,exact,True,bata da phir on dono ko mujce mila da,Matched via exact strategy
312,aspect,ipzn2,15,15,exact,True,ipzn2,Matched via exact strategy
312,opinion,we want ipzn2,13,15,exact,True,we want ipzn2,Matched via exact strategy
313,aspect,mu,7,7,exact,True,mu,Matched via exact strategy
313,opinion,naak hi nazar ati,9,12,exact,True,naak hi nazar ati,Matched via exact strategy
314,aspect,religion,-1,-1,unmatched,False,,Matched via unmatched strategy
314,opinion,taking the so called relegion of peace,4,10,exact,True,taking the so called relegion of peace,Matched via exact strategy
314,aspect,aunty,13,13,exact,True,aunty,Matched via exact strategy
314,opinion,zara shakal dekho apne,14,17,exact,True,zara shakal dekho apne,Matched via exact strategy
315,aspect,infrastructure,15,15,exact,True,infrastructure,Matched via exact strategy
315,opinion,struggle and truth of infrastructure and facilities they got,11,19,exact,True,struggle and truth of infrastructure and facilities they got,Matched via exact strategy
315,aspect,facilities,17,17,exact,True,facilities,Matched via exact strategy
315,opinion,struggle and truth of infrastructure and facilities they got,11,19,exact,True,struggle and truth of infrastructure and facilities they got,Matched via exact strategy
315,aspect,credit,24,24,exact,True,credit,Matched via exact strategy
315,opinion,credit lene sab aa gaye,24,28,exact,True,credit lene sab aa gaye,Matched via exact strategy
315,aspect,players,1,1,exact,True,players,Matched via exact strategy
315,opinion,gaon se nikle players sirf iss liye khelte taki apne desh aur apne gaon ke liye kuch kar sake,32,50,exact,True,gaon se nikle players sirf iss liye khelte taki apne desh aur apne gaon ke liye kuch kar sake,Matched via exact strategy
316,aspect,dhong,11,11,exact,True,dhong,Matched via exact strategy
316,opinion,cheekne chillane se jhooth sach me nahi badalta apka ye dhong janta jan chuki hai,1,15,exact,True,cheekne chillane se jhooth sach me nahi badalta apka ye dhong janta jan chuki hai,Matched via exact strategy
316,aspect,menifesto,18,18,exact,True,menifesto,Matched via exact strategy
316,opinion,phle apne menifesto m isi 3 bills ko shi bttate ho or bad m inhi ka virodh krte ho,16,34,exact,True,phle apne menifesto m isi 3 bills ko shi bttate ho or bad m inhi ka virodh krte ho,Matched via exact strategy
316,aspect,rajnneti,38,38,exact,True,rajnneti,Matched via exact strategy
316,opinion,kislie sirf ochii rajnneti krne k lie,35,41,exact,True,kislie sirf ochii rajnneti krne k lie,Matched via exact strategy
317,aspect,udyog,44,44,exact,True,udyog,Matched via exact strategy
317,opinion,wakalat karunga,47,48,exact,True,wakalat karunga,Matched via exact strategy
318,aspect,sarkar,5,5,exact,True,sarkar,Matched via exact strategy
318,opinion,ek bhi gunda nhi tha sab itne kitne khush the or charon taraf jobs bhi thi log bahut rich hua karte the roads bhi silver ki thi and everywhere there was prosperity,12,43,exact,True,ek bhi gunda nhi tha sab itne kitne khush the or charon taraf jobs bhi thi log bahut rich hua karte the roads bhi silver ki thi and everywhere there was prosperity,Matched via exact strategy
318,aspect,sarkar,5,5,exact,True,sarkar,Matched via exact strategy
318,opinion,sab barbad ho gaye,48,51,exact,True,sab barbad ho gaye,Matched via exact strategy
319,aspect,politics,5,5,exact,True,politics,Matched via exact strategy
319,opinion,tab pta chl gya tha jab aaap silent the gov ko question krne k bjaye chaatne ki klla full kri apne,8,28,exact,True,tab pta chl gya tha jab aaap silent the gov ko question krne k bjaye chaatne ki klla full kri apne,Matched via exact strategy
319,aspect,political view,40,41,exact,True,political view,Matched via exact strategy
319,opinion,one sided,45,46,exact,True,one sided,Matched via exact strategy
320,aspect,attitude,11,11,exact,True,attitude,Matched via exact strategy
320,opinion,that s a good attitude,7,11,exact,True,that s a good attitude,Matched via exact strategy
321,aspect,religion,4,4,exact,True,religion,Matched via exact strategy
321,opinion,apne purvajo k religion ko follow kr k unki aatmaao ko saanti de sako sab aap log to bahot badhiya kab tak dusre religion ka bhaar dhote rahoge,1,28,exact,True,apne purvajo k religion ko follow kr k unki aatmaao ko saanti de sako sab aap log to bahot badhiya kab tak dusre religion ka bhaar dhote rahoge,Matched via exact strategy
322,aspect,kaum,18,18,exact,True,kaum,Matched via exact strategy
322,opinion,galat logo ka bhi support karte ho,20,26,exact,True,galat logo ka bhi support karte ho,Matched via exact strategy
323,aspect,comment,8,8,exact,True,comment,Matched via exact strategy
323,opinion,rascist comment krna jroori tha kya,7,12,exact,True,rascist comment krna jroori tha kya,Matched via exact strategy
323,aspect,kavita,22,22,exact,True,kavita,Matched via exact strategy
323,opinion,buddhijivi hone ka sara proof iss kavita mai he dena jroori tha had ho gyii yr,16,31,exact,True,buddhijivi hone ka sara proof iss kavita mai he dena jroori tha had ho gyii yr,Matched via exact strategy
324,aspect,dua,-1,-1,unmatched,False,,Matched via unmatched strategy
324,opinion,giving me shivers allah hamari behn betiyin ko apne aman me rakh ameen suma ameen,0,14,exact,True,giving me shivers allah hamari behn betiyin ko apne aman me rakh ameen suma ameen,Matched via exact strategy
325,aspect,isis brothers,4,5,exact,True,isis brothers,Matched via exact strategy
325,opinion,isis brothers ka v suna deena sayad kal unme se koi bada hooke kasab adil ahmad dar ya burhan wani jese naam kare,4,26,exact,True,isis brothers ka v suna deena sayad kal unme se koi bada hooke kasab adil ahmad dar ya burhan wani jese naam kare,Matched via exact strategy
326,aspect,chai,5,5,exact,True,chai,Matched via exact strategy
326,opinion,pyare hathon sey chai shai hii pilla do,2,9,exact,True,pyare hathon sey chai shai hii pilla do,Matched via exact strategy
327,aspect,songs,16,16,exact,True,songs,Matched via exact strategy
327,opinion,baar baar apne songs ki promotions ke liye bhikmanga mat ban jaaya kar,13,25,exact,True,baar baar apne songs ki promotions ke liye bhikmanga mat ban jaaya kar,Matched via exact strategy
327,aspect,fan following,34,35,exact,True,fan following,Matched via exact strategy
327,opinion,kahin teri fan following naa zero ho jaaye,32,39,exact,True,kahin teri fan following naa zero ho jaaye,Matched via exact strategy
328,aspect,batting,-1,-1,unmatched,False,,Matched via unmatched strategy
328,opinion,14 16 par 20 nahi banae balke 20 balls par 14 runs banaye,0,12,exact,True,14 16 par 20 nahi banae balke 20 balls par 14 runs banaye,Matched via exact strategy
328,aspect,khiladi,-1,-1,unmatched,False,,Matched via unmatched strategy
328,opinion,duniya ke konse hitters aise khelte is liye khushdil ka bata raha,26,37,exact,True,duniya ke konse hitters aise khelte is liye khushdil ka bata raha,Matched via exact strategy
329,aspect,reservation,26,26,exact,True,reservation,Matched via exact strategy
329,opinion,reservation dedo hume bas ved puran padhte hain fir bhi bakiyon ki halat kharab rehti h ki reservation chla gya toh hum kya karenge,26,49,exact,True,reservation dedo hume bas ved puran padhte hain fir bhi bakiyon ki halat kharab rehti h ki reservation chla gya toh hum kya karenge,Matched via exact strategy
330,aspect,faisla,8,8,exact,True,faisla,Matched via exact strategy
330,opinion,desh ke hit mein faisla diya hai,4,10,exact,True,desh ke hit mein faisla diya hai,Matched via exact strategy
330,aspect,jaanch,12,12,exact,True,jaanch,Matched via exact strategy
330,opinion,jaanch ki baat kahi hai,12,16,exact,True,jaanch ki baat kahi hai,Matched via exact strategy
331,aspect,sarlu nd ginni,12,14,exact,True,sarlu nd ginni,Matched via exact strategy
331,opinion,come back,16,17,exact,True,come back,Matched via exact strategy
331,aspect,ipzn2,20,20,exact,True,ipzn2,Matched via exact strategy
331,opinion,we want,10,11,exact,True,we want,Matched via exact strategy
332,aspect,video,38,38,exact,True,video,Matched via exact strategy
332,opinion,chhi didi kya dekh rahi,53,57,exact,True,chhi didi kya dekh rahi,Matched via exact strategy
333,aspect,case,4,4,exact,True,case,Matched via exact strategy
333,opinion,suhag raat ke din pida marke apne pati ka sir phod di thi,11,23,exact,True,suhag raat ke din pida marke apne pati ka sir phod di thi,Matched via exact strategy
334,aspect,decision,5,5,exact,True,decision,Matched via exact strategy
334,opinion,aap apne decision k khud jimedar ho,3,9,exact,True,aap apne decision k khud jimedar ho,Matched via exact strategy
334,aspect,company,29,29,exact,True,company,Matched via exact strategy
334,opinion,jo company mere paimane pe shi utarti h m vhi buy krta hoon,38,50,exact,True,jo company mere paimane pe shi utarti h m vhi buy krta hoon,Matched via exact strategy
335,aspect,leader,3,3,exact,True,leader,Matched via exact strategy
335,opinion,zillat se hi jeo ghe aur zillat se hi marro ghe ye tumarib qismat ha,5,19,exact,True,zillat se hi jeo ghe aur zillat se hi marro ghe ye tumarib qismat ha,Matched via exact strategy
336,aspect,rkv things,0,1,exact,True,rkv things,Matched via exact strategy
336,opinion,slays same,2,3,exact,True,slays same,Matched via exact strategy
336,aspect,eijaz,10,10,exact,True,eijaz,Matched via exact strategy
336,opinion,baadme chicha irritate karne lage,12,16,exact,True,baadme chicha irritate karne lage,Matched via exact strategy
336,aspect,champ,19,19,exact,True,champ,Matched via exact strategy
336,opinion,jo dhamaka kia sab dekhte reh gaye,21,27,exact,True,jo dhamaka kia sab dekhte reh gaye,Matched via exact strategy
337,aspect,neta,0,0,exact,True,neta,Matched via exact strategy
337,opinion,rally mein bola bharatmatakijai election jeetne ke liye,1,8,exact,True,rally mein bola bharatmatakijai election jeetne ke liye,Matched via exact strategy
337,aspect,khiladi,10,10,exact,True,khiladi,Matched via exact strategy
337,opinion,khele aur jeeta to poora bharat apne aap bola bharatmatakijai,11,20,exact,True,khele aur jeeta to poora bharat apne aap bola bharatmatakijai,Matched via exact strategy
338,aspect,shaykh,7,7,exact,True,shaykh,Matched via exact strategy
338,opinion,apne shaykh ko defend krne aur mjhe bura bhala bolne se pahle shaykh ibn baaz ka fatwa dekh lo,6,24,exact,True,apne shaykh ko defend krne aur mjhe bura bhala bolne se pahle shaykh ibn baaz ka fatwa dekh lo,Matched via exact strategy
339,aspect,bhakt,28,28,exact,True,bhakt,Matched via exact strategy
339,opinion,lynching mat krwa dena apne bhakt sathiyo ke sath,23,31,exact,True,lynching mat krwa dena apne bhakt sathiyo ke sath,Matched via exact strategy
340,aspect,pipal,0,0,exact,True,pipal,Matched via exact strategy
340,opinion,ek mamuli ped nahi,3,6,exact,True,ek mamuli ped nahi,Matched via exact strategy
340,aspect,pipal ka ped,7,9,exact,True,pipal ka ped,Matched via exact strategy
340,opinion,devta k saman h,12,15,exact,True,devta k saman h,Matched via exact strategy
341,aspect,post,2,2,exact,True,post,Matched via exact strategy
341,opinion,jo apne post ya bio m likhte h love me or hate btw not change me,0,15,exact,True,jo apne post ya bio m likhte h love me or hate btw not change me,Matched via exact strategy
341,aspect,bio,4,4,exact,True,bio,Matched via exact strategy
341,opinion,jo apne post ya bio m likhte h love me or hate btw not change me,0,15,exact,True,jo apne post ya bio m likhte h love me or hate btw not change me,Matched via exact strategy
341,aspect,beshram,19,19,exact,True,beshram,Matched via exact strategy
341,opinion,tm beshram the beshram ho or beshram hi rhoge,18,26,exact,True,tm beshram the beshram ho or beshram hi rhoge,Matched via exact strategy
342,aspect,zakhm,11,11,exact,True,zakhm,Matched via exact strategy
342,opinion,apne zakhm dikha loon,10,13,exact,True,apne zakhm dikha loon,Matched via exact strategy
343,aspect,app,9,9,exact,True,app,Matched via exact strategy
343,opinion,nazar h humari,11,13,exact,True,nazar h humari,Matched via exact strategy
343,aspect,show,15,15,exact,True,show,Matched via exact strategy
343,opinion,plz show dedo,14,16,exact,True,plz show dedo,Matched via exact strategy
344,aspect,pm,2,2,exact,True,pm,Matched via exact strategy
344,opinion,kesa pm h jo apne desh k logo k liye healthy anaj bhi nhi available kra pa rha h,1,19,exact,True,kesa pm h jo apne desh k logo k liye healthy anaj bhi nhi available kra pa rha h,Matched via exact strategy
344,aspect,advt,22,22,exact,True,advt,Matched via exact strategy
344,opinion,desh k logo ka paisa waist kiye ja rha h,24,33,exact,True,desh k logo ka paisa waist kiye ja rha h,Matched via exact strategy
344,aspect,kursi,40,40,exact,True,kursi,Matched via exact strategy
344,opinion,nhi sambhal rha h desh to kursi s utar kyu nhi jate ho,34,46,exact,True,nhi sambhal rha h desh to kursi s utar kyu nhi jate ho,Matched via exact strategy
345,aspect,secularism,32,32,exact,True,secularism,Matched via exact strategy
345,opinion,hail secularism,31,32,exact,True,hail secularism,Matched via exact strategy
345,aspect,tum,0,0,exact,True,tum,Matched via exact strategy
345,opinion,pichle 1000 varsho islamic terrorism nhi bol paye,3,10,exact,True,pichle 1000 varsho islamic terrorism nhi bol paye,Matched via exact strategy
345,aspect,hindu,12,12,exact,True,hindu,Matched via exact strategy
345,opinion,apne equal rights ke liye bol rahe hain,13,20,exact,True,apne equal rights ke liye bol rahe hain,Matched via exact strategy
346,aspect,surya,6,6,exact,True,surya,Matched via exact strategy
346,opinion,nimbu paani pilane gaya hoga,1,5,exact,True,nimbu paani pilane gaya hoga,Matched via exact strategy
346,aspect,karyakarta,9,9,exact,True,karyakarta,Matched via exact strategy
346,opinion,nimbu paani pilane gaya hoga,1,5,exact,True,nimbu paani pilane gaya hoga,Matched via exact strategy
347,aspect,insan,6,6,exact,True,insan,Matched via exact strategy
347,opinion,bahut hi yogya or shalin,1,5,exact,True,bahut hi yogya or shalin,Matched via exact strategy
347,aspect,sanghars,10,10,exact,True,sanghars,Matched via exact strategy
347,opinion,prtychh darshi raha hu,12,15,exact,True,prtychh darshi raha hu,Matched via exact strategy
347,aspect,netao,26,26,exact,True,netao,Matched via exact strategy
347,opinion,anurodh karunga ki onko onka haq de kr sammanit kiya jaye,28,38,exact,True,anurodh karunga ki onko onka haq de kr sammanit kiya jaye,Matched via exact strategy
348,aspect,physical conduct,7,8,exact,True,physical conduct,Matched via exact strategy
348,opinion,krwaye jaye please,9,11,exact,True,krwaye jaye please,Matched via exact strategy
348,aspect,fake corona report,14,16,exact,True,fake corona report,Matched via exact strategy
348,opinion,vhance dia,20,21,exact,True,vhance dia,Matched via exact strategy
348,aspect,medical,30,30,exact,True,medical,Matched via exact strategy
348,opinion,genuine lga rakha hai,29,33,approximate,False,genuine medical lga rakha hai,Matched via approximate strategy
349,aspect,chhoti credit,3,4,exact,True,chhoti credit,Matched via exact strategy
349,opinion,support karenge,6,7,exact,True,support karenge,Matched via exact strategy
349,aspect,india,10,10,exact,True,india,Matched via exact strategy
349,opinion,support karenge,6,7,exact,True,support karenge,Matched via exact strategy
349,aspect,chhote traders,21,22,exact,True,chhote traders,Matched via exact strategy
349,opinion,support karna hai,24,26,exact,True,support karna hai,Matched via exact strategy
350,aspect,sung,24,24,exact,True,sung,Matched via exact strategy
350,opinion,soulfully sung,23,24,exact,True,soulfully sung,Matched via exact strategy
350,aspect,question,20,20,exact,True,question,Matched via exact strategy
350,opinion,the million dollar question,17,20,exact,True,the million dollar question,Matched via exact strategy
351,aspect,dost,2,2,exact,True,dost,Matched via exact strategy
351,opinion,kyun pareshan kar rahe hain,6,10,exact,True,kyun pareshan kar rahe hain,Matched via exact strategy
351,aspect,mandir,19,19,exact,True,mandir,Matched via exact strategy
351,opinion,tod diya,21,22,exact,True,tod diya,Matched via exact strategy
351,aspect,param mitra,36,37,exact,True,param mitra,Matched via exact strategy
351,opinion,aapke to param mitra hain wo,34,39,exact,True,aapke to param mitra hain wo,Matched via exact strategy
352,aspect,naam,3,3,exact,True,naam,Matched via exact strategy
352,opinion,trend kr tha tha,4,7,exact,True,trend kr tha tha,Matched via exact strategy
352,aspect,tweet,15,15,exact,True,tweet,Matched via exact strategy
352,opinion,it doesn t matter ki apne kittne kite hai,8,17,approximate,False,it doesn t matter ki apne kittne tweet kite hai,Matched via approximate strategy
353,aspect,system,8,8,exact,True,system,Matched via exact strategy
353,opinion,apne system se kaam kr raha h,7,13,exact,True,apne system se kaam kr raha h,Matched via exact strategy
353,aspect,sikho,20,20,exact,True,sikho,Matched via exact strategy
353,opinion,naam khrab kiya h,22,25,exact,True,naam khrab kiya h,Matched via exact strategy
354,aspect,sanskar,6,6,exact,True,sanskar,Matched via exact strategy
354,opinion,ise kehte hai sanskar jo tum jaeso ke andar nahi,3,12,exact,True,ise kehte hai sanskar jo tum jaeso ke andar nahi,Matched via exact strategy
354,aspect,sharir,38,38,exact,True,sharir,Matched via exact strategy
354,opinion,jitna mota sharir,36,38,exact,True,jitna mota sharir,Matched via exact strategy
354,aspect,dimag,41,41,exact,True,dimag,Matched via exact strategy
354,opinion,utna mota dimag,39,41,exact,True,utna mota dimag,Matched via exact strategy
355,aspect,logo,4,4,exact,True,logo,Matched via exact strategy
355,opinion,pehchaan jaata,6,7,exact,True,pehchaan jaata,Matched via exact strategy
356,aspect,apne apko,6,7,exact,True,apne apko,Matched via exact strategy
356,opinion,torture karney ka boht shaukh hai,8,13,exact,True,torture karney ka boht shaukh hai,Matched via exact strategy
356,aspect,it,15,15,exact,True,it,Matched via exact strategy
356,opinion,torturing me,17,18,exact,True,torturing me,Matched via exact strategy
357,aspect,tweet,19,19,exact,True,tweet,Matched via exact strategy
357,opinion,karta reh jaye,20,22,exact,True,karta reh jaye,Matched via exact strategy
357,aspect,chinese style treatment,26,28,exact,True,chinese style treatment,Matched via exact strategy
357,opinion,achanak chalu ho jaye,29,31,approximate,False,chalu ho jaye,Matched via approximate strategy
358,aspect,mafi veeron,7,8,exact,True,mafi veeron,Matched via exact strategy
358,opinion,nahi azaad karwaya h desh ko wo bass talve chat rahe the,10,21,exact,True,nahi azaad karwaya h desh ko wo bass talve chat rahe the,Matched via exact strategy
358,aspect,musalman,22,22,exact,True,musalman,Matched via exact strategy
358,opinion,apne khoon ka balidan diya h,25,30,exact,True,apne khoon ka balidan diya h,Matched via exact strategy
359,aspect,it cell,1,2,exact,True,it cell,Matched via exact strategy
359,opinion,pure india se aa jaate hai apne shilduo ko support karne,4,14,exact,True,pure india se aa jaate hai apne shilduo ko support karne,Matched via exact strategy
359,aspect,shilduo,11,11,exact,True,shilduo,Matched via exact strategy
359,opinion,jisko jammu ka j bi nhi pata hota na dogro ki history ka abc pata hota hai,15,31,exact,True,jisko jammu ka j bi nhi pata hota na dogro ki history ka abc pata hota hai,Matched via exact strategy
360,aspect,teaching,8,8,exact,True,teaching,Matched via exact strategy
360,opinion,ek time mai private teacher tha,1,6,exact,True,ek time mai private teacher tha,Matched via exact strategy
360,aspect,story,14,14,exact,True,story,Matched via exact strategy
360,opinion,koi link na hone se use apne copy tak hi simit rakha hai,19,31,exact,True,koi link na hone se use apne copy tak hi simit rakha hai,Matched via exact strategy
360,aspect,mauka,35,35,exact,True,mauka,Matched via exact strategy
360,opinion,mujhe ek mauka chahiye khud ko sabit karne ke liye,33,42,exact,True,mujhe ek mauka chahiye khud ko sabit karne ke liye,Matched via exact strategy
361,aspect,mishra,0,0,exact,True,mishra,Matched via exact strategy
361,opinion,chewingum padh to le kya likha hai,1,7,exact,True,chewingum padh to le kya likha hai,Matched via exact strategy
361,aspect,lynching genocide,9,10,exact,True,lynching genocide,Matched via exact strategy
361,opinion,enjoy krte ho,11,13,exact,True,enjoy krte ho,Matched via exact strategy
361,aspect,laashe,22,22,exact,True,laashe,Matched via exact strategy
361,opinion,ganga yamuna se apne logo ki uthalo phle,16,24,approximate,False,ganga yamuna se apne logo ki laashe uthalo phle,Matched via approximate strategy
362,aspect,kursi,5,5,exact,True,kursi,Matched via exact strategy
362,opinion,apne shared beach detention hai,8,12,exact,True,apne shared beach detention hai,Matched via exact strategy
363,aspect,gaal,2,2,exact,True,gaal,Matched via exact strategy
363,opinion,parcel kr do,3,5,exact,True,parcel kr do,Matched via exact strategy
363,aspect,darshuu,15,15,exact,True,darshuu,Matched via exact strategy
363,opinion,i wanna plzz,12,14,exact,True,i wanna plzz,Matched via exact strategy
364,aspect,uncle,0,0,exact,True,uncle,Matched via exact strategy
364,opinion,apne marne ki fikar karo woah bhi lonely,2,9,exact,True,apne marne ki fikar karo woah bhi lonely,Matched via exact strategy
365,aspect,mask,2,2,exact,True,mask,Matched via exact strategy
365,opinion,apne mask nhi phna h,1,5,exact,True,apne mask nhi phna h,Matched via exact strategy
365,aspect,neerajchopra,7,7,exact,True,neerajchopra,Matched via exact strategy
365,opinion,goldmedal,6,6,exact,True,goldmedal,Matched via exact strategy
366,aspect,logg,6,6,exact,True,logg,Matched via exact strategy
366,opinion,apne hi reply pe reply dete hai,7,13,exact,True,apne hi reply pe reply dete hai,Matched via exact strategy
366,aspect,nasha,16,16,exact,True,nasha,Matched via exact strategy
366,opinion,konsa nasha karte hooo,15,18,exact,True,konsa nasha karte hooo,Matched via exact strategy
367,aspect,unit test,6,7,exact,True,unit test,Matched via exact strategy
367,opinion,lagi padi hai,0,2,exact,True,lagi padi hai,Matched via exact strategy
367,aspect,padhai,-1,-1,unmatched,False,,Matched via unmatched strategy
367,opinion,ghanta kuch nahi aata,14,17,exact,True,ghanta kuch nahi aata,Matched via exact strategy
367,aspect,work,23,23,exact,True,work,Matched via exact strategy
367,opinion,put on a pause,24,26,approximate,False,on a pause,Matched via approximate strategy
368,aspect,dil,50,50,exact,True,dil,Matched via exact strategy
368,opinion,lage rho apne dil ko tasalian dene,47,53,exact,True,lage rho apne dil ko tasalian dene,Matched via exact strategy
369,aspect,overtime,12,12,exact,True,overtime,Matched via exact strategy
369,opinion,hamen nahin milta hai,18,21,exact,True,hamen nahin milta hai,Matched via exact strategy
369,aspect,sar,22,22,exact,True,sar,Matched via exact strategy
369,opinion,apne aap hi kha jaate,23,27,exact,True,apne aap hi kha jaate,Matched via exact strategy
370,aspect,free,2,2,exact,True,free,Matched via exact strategy
370,opinion,itna bhi free nhi hona chahiye,0,5,exact,True,itna bhi free nhi hona chahiye,Matched via exact strategy
370,aspect,kadar,9,9,exact,True,kadar,Matched via exact strategy
370,opinion,koyi apki kadar na kre,7,11,exact,True,koyi apki kadar na kre,Matched via exact strategy
370,aspect,ignore,14,14,exact,True,ignore,Matched via exact strategy
370,opinion,itna v ignore nhi krna chahiye,12,17,exact,True,itna v ignore nhi krna chahiye,Matched via exact strategy
371,aspect,university,7,7,exact,True,university,Matched via exact strategy
371,opinion,dropout krne ja rhe,2,5,exact,True,dropout krne ja rhe,Matched via exact strategy
371,aspect,admission,9,9,exact,True,admission,Matched via exact strategy
371,opinion,lpu,13,13,exact,True,lpu,Matched via exact strategy
371,aspect,bronze,19,19,exact,True,bronze,Matched via exact strategy
371,opinion,le hi aayenge,21,23,exact,True,le hi aayenge,Matched via exact strategy
372,aspect,paisa,2,2,exact,True,paisa,Matched via exact strategy
372,opinion,up 123 a jaye to sukoon apne aap e a jaye ga,0,12,approximate,False,up 123 paisa a jaye to sukoon apne aap e a jaye ga,Matched via approximate strategy
373,aspect,parivaar,2,2,exact,True,parivaar,Matched via exact strategy
373,opinion,baccha lijiye,4,5,exact,True,baccha lijiye,Matched via exact strategy
373,aspect,rupya,10,10,exact,True,rupya,Matched via exact strategy
373,opinion,wapas kar dunga,11,13,exact,True,wapas kar dunga,Matched via exact strategy
373,aspect,body,27,27,exact,True,body,Matched via exact strategy
373,opinion,donate karke aapka sara rupya wapas kar dunga,28,35,exact,True,donate karke aapka sara rupya wapas kar dunga,Matched via exact strategy
374,aspect,drama,-1,-1,unmatched,False,,Matched via unmatched strategy
374,opinion,drame k darshan kr k ayi,5,10,exact,True,drame k darshan kr k ayi,Matched via exact strategy
374,aspect,opinions,16,16,exact,True,opinions,Matched via exact strategy
374,opinion,sbki apne opinions or views ho skte h,14,21,exact,True,sbki apne opinions or views ho skte h,Matched via exact strategy
374,aspect,views,18,18,exact,True,views,Matched via exact strategy
374,opinion,hme srf reel life tk hi rkhna chahiye,26,33,exact,True,hme srf reel life tk hi rkhna chahiye,Matched via exact strategy
374,aspect,actors,42,42,exact,True,actors,Matched via exact strategy
374,opinion,what s the logic of commenting on the actors real life,34,44,exact,True,what s the logic of commenting on the actors real life,Matched via exact strategy
374,aspect,kahaani,-1,-1,unmatched,False,,Matched via unmatched strategy
374,opinion,shauryaauranokhikikahani,46,46,exact,True,shauryaauranokhikikahani,Matched via exact strategy
375,aspect,picture,1,1,exact,True,picture,Matched via exact strategy
375,opinion,dene ki keya jarurst hai,2,6,exact,True,dene ki keya jarurst hai,Matched via exact strategy
376,aspect,momma,0,0,exact,True,momma,Matched via exact strategy
376,opinion,aa hi jati hai apne son k sahi track pe lane,1,11,exact,True,aa hi jati hai apne son k sahi track pe lane,Matched via exact strategy
377,aspect,scheme,3,3,exact,True,scheme,Matched via exact strategy
377,opinion,apne pehle kyu ni btai,4,8,exact,True,apne pehle kyu ni btai,Matched via exact strategy
378,aspect,singing,2,2,exact,True,singing,Matched via exact strategy
378,opinion,mein tera naam bataon kisko,3,7,exact,True,mein tera naam bataon kisko,Matched via exact strategy
378,aspect,ammi,8,8,exact,True,ammi,Matched via exact strategy
378,opinion,apne baap ko bata de,10,14,exact,True,apne baap ko bata de,Matched via exact strategy
378,aspect,silence,16,16,exact,True,silence,Matched via exact strategy
378,opinion,awkward,15,15,exact,True,awkward,Matched via exact strategy
379,aspect,body,28,28,exact,True,body,Matched via exact strategy
379,opinion,donate kar ke aapka sara rupya wapasnkae dunga,29,36,exact,True,donate kar ke aapka sara rupya wapasnkae dunga,Matched via exact strategy
379,aspect,parivaar,2,2,exact,True,parivaar,Matched via exact strategy
379,opinion,khona nahi chahta hoon,11,14,exact,True,khona nahi chahta hoon,Matched via exact strategy
379,aspect,paise,19,19,exact,True,paise,Matched via exact strategy
379,opinion,bahut jyada jarurat hai,21,24,exact,True,bahut jyada jarurat hai,Matched via exact strategy
380,aspect,history,29,29,exact,True,history,Matched via exact strategy
380,opinion,galat padhai gayi hai,31,34,exact,True,galat padhai gayi hai,Matched via exact strategy
380,aspect,education minister,37,38,exact,True,education minister,Matched via exact strategy
380,opinion,sare muslim the,19,20,approximate,False,muslim the,Matched via approximate strategy
380,aspect,log,3,3,exact,True,log,Matched via exact strategy
380,opinion,had hai,41,42,exact,True,had hai,Matched via exact strategy
